"Province_State","year_month","Lat","Long_","Confirmed","Deaths","Incident_Rate","Total_Test_Results","Case_Fatality_Ratio","Testing_Rate"
"Alaska","2020-06",61.3707,-152.4044,674.6,11.5666666666667,92.2157898693861,416533.320964113,1.45890977917949,10606.2830493453
"Alaska","2020-07",61.3707,-152.4044,1760.1935483871,17.7096774193548,240.613160965777,424260.385673823,1.27377392148516,22035.3388178224
"Alaska","2020-08",61.3707,-152.4044,4192.74193548387,28.9677419354839,573.135205009107,567108.421035283,0.879887208918349,40507.2296170884
"Alaska","2020-09",61.3707,-152.4044,6439.83333333333,44.7333333333333,880.305836733671,678072.698281449,0.876541975610435,55793.3369330208
"Alaska","2020-10",61.3707,-152.4044,10853.8064516129,64.6774193548387,1483.68267866131,735935.901180532,0.723268469993102,71263.0383022763
"Alaska","2020-11",61.3707,-152.4044,23640.2,99.6,3231.54419755449,882202.790021374,0.443366144299642,114387.745570448
"Alaska","2020-12",61.3707,-152.4044,41023.0322580645,170.354838709677,5607.72505561032,1150544.74193548,0.412985574323551,157276.003791357
"Alaska","2021-01",61.3707,-152.4044,51119.5806451613,235.032258064516,6987.89283573277,1385033.03225806,0.459170104259492,189329.847413087
"Alaska","2021-02",61.3707,-152.4044,56438.2142857143,282.678571428571,7714.93404858406,1589052.85714286,0.500849076584332,217218.74350079
"Alaska","2021-03",61.3707,-152.4044,60594.3225806452,307.161290322581,8283.06154517428,1788684.41935484,0.506974695119346,244507.777287089
"Alaska","2021-04",61.3707,-152.4044,65537.2,325.333333333333,8958.73801338264,1987378.06666667,0.49626382772997,271668.600929084
"Alaska","2021-05",61.3707,-152.4044,69363.5806451613,358.258064516129,9481.79273252654,2181810.77419355,0.516420407633773,298246.966925281
