"Province_State","year_month","Lat","Long_","Confirmed","Deaths","Incident_Rate","Total_Test_Results","Case_Fatality_Ratio","Testing_Rate"
"Hawaii","2021-08",21.0943,-157.4983,51344.6451612903,554.838709677419,3626.36206954374,1958234.06451613,1.09217669375276,138305.868363534
"Hawaii","2021-09",21.0943,-157.4983,72458.4666666667,677.333333333333,5117.58595880607,2238537.96666667,0.933915349195027,158103.131262336
"Hawaii","2021-10",21.0943,-157.4983,81984.6129032258,854.096774193548,5790.39721833794,2450584.16129032,1.04137423394027,173079.498802881
"Hawaii","2021-11",21.0943,-157.4983,85921.8,975.733333333333,6068.47229128057,2624371.3,1.13533314097935,185353.711352439
"Hawaii","2021-12",21.0943,-157.4983,93071.2258064516,1057.70967741935,6573.42088878455,2849518.87096774,1.13986275961185,201255.400980296
"Hawaii","2022-01",21.0943,-157.4983,166928.35483871,1123.25806451613,11789.7913680551,3219874.96774194,0.700195619280435,227412.8570762
"Hawaii","2022-02",21.0943,-157.4983,230155.857142857,1259.96428571429,16255.4141294451,3498652.35714286,0.547274739283203,247102.305656363
"Hawaii","2022-03",21.0943,-157.4983,238227.64516129,1360,16825.5071900066,3663307.22580645,0.570871904383912,258731.525576214
"Hawaii","2022-04",21.0943,-157.4983,243400.833333333,1392.7,17190.8783656526,3733843.46666667,0.572182994036442,263713.348852627
"Hawaii","2022-05",21.0943,-157.4983,260552.225806452,1436.58064516129,18402.2443982543,3869914.77419355,0.551843986161177,273323.773207857
"Hawaii","2022-06",21.0943,-157.4983,293479.166666667,1471.66666666667,20727.8035490887,4017001.26666667,0.501771496139663,283712.176429413
"Hawaii","2022-07",21.0943,-157.4983,316881.967741935,1534.09677419355,22380.6931517775,4124592.09677419,0.484164656278928,291311.085802544
"Hawaii","2022-08",21.0943,-157.4983,333154.903225806,1608.25806451613,23530.015652955,4219632.61290323,0.482733569694396,298023.593439465
"Hawaii","2022-09",21.0943,-157.4983,342351.7,1662.43333333333,24179.565666953,4279774.25598102,0.485619506220581,300677.723071309
"Hawaii","2022-10",21.0943,-157.4983,358738.290322581,1697.25806451613,25336.915365413,4418744.84680819,0.473124820239241,297705.759752486
"Hawaii","2022-11",21.0943,-157.4983,364430.1,1719.16666666667,25738.9156646928,4458938.69079629,0.471739290804694,296332.152203396
"Hawaii","2022-12",21.0943,-157.4983,369556.064516129,1748.12903225806,26100.9515348936,4452103.27483667,0.47303396954287,293475.252700634
"Hawaii","2023-01",21.0943,-157.4983,374862.129032258,1771.93548387097,26475.7074814855,4454431.59694298,0.472689356172051,291106.17682667
"Hawaii","2023-02",21.0943,-157.4983,378530.178571429,1810.21428571429,26734.7739464746,4453534.6071171,0.478218253155409,288661.533810521
"Hawaii","2023-03",21.0943,-157.4983,380100.2,1834.2,26845.6611897121,4455262.12233138,0.482556150516946,288751.009909558
"Idaho","2020-04",44.2405,-114.4788,1708.55555555556,46.3888888888889,95.6067941320296,102645.725795903,2.01243513405636,1113.30712058787
"Idaho","2020-05",44.2405,-114.4788,2378.09677419355,72.1290322580645,133.072763116817,124638.990544563,1.90261404850671,2082.83491472763
"Idaho","2020-06",44.2405,-114.4788,3737.1,86.6666666666667,209.119422069147,152809.54113584,1.74923720724101,3635.17275532787
"Idaho","2020-07",44.2405,-114.4788,12704.0967741935,117.677419354839,710.891700872299,257408.519643759,1.48300535155293,7455.43761021744
"Idaho","2020-08",44.2405,-114.4788,26839.9677419355,269.870967741935,1501.90215475853,588031.40463041,1.36094282987577,12200.3721547759
"Idaho","2020-09",44.2405,-114.4788,36206.5,420.133333333333,2026.03150976601,568535.821989298,1.143501442782,15642.788594707
"Idaho","2020-10",44.2405,-114.4788,51663.2258064516,528.741935483871,2890.95392761045,561206.450085953,1.09141755295144,19203.4461262533
"Idaho","2020-11",44.2405,-114.4788,81988.6,770.2,4587.8913190063,452581.049939714,0.961615430410976,23858.1603541748
"Idaho","2020-12",44.2405,-114.4788,122818,1196.8064516129,6872.60955813023,509529,0.972211147251222,28512.0574797223
"Idaho","2021-01",44.2405,-114.4788,152978.225806452,1585.45161290323,8560.30562998277,571347.967741936,1.03576954925468,31971.3030998836
"Idaho","2021-02",44.2405,-114.4788,167251.642857143,1797.60714285714,9359.01284268579,620817.857142857,1.07468834512149,34739.5230247841
"Idaho","2021-03",44.2405,-114.4788,175726.870967742,1916.83870967742,9833.26689111711,656055.225806452,1.09078461552414,36711.3241995368
"Idaho","2021-04",44.2405,-114.4788,184137.233333333,2004.73333333333,10303.8912033604,690155.633333333,1.08869186826553,38619.5036740876
"Idaho","2021-05",44.2405,-114.4788,189945.806451613,2069.06451612903,10628.9254420859,725772.322580645,1.08929652598472,40612.5307462597
"Idaho","2021-06",44.2405,-114.4788,193676.4,2120.06666666667,10837.6807782593,786777.466666667,1.09462577785969,44026.2366879026
"Idaho","2021-07",44.2405,-114.4788,196917.35483871,2171.61290322581,11019.037071327,810577,1.102824000876,45358.0032063747
"Idaho","2021-08",44.2405,-114.4788,209350.870967742,2258.48387096774,11714.7877087706,847694.032258064,1.07904863040723,47434.985983054
"Idaho","2021-09",44.2405,-114.4788,237716.3,2560,13302.0511285264,916108.366666667,1.07613000548574,51263.2929785244
"Idaho","2021-10",44.2405,-114.4788,275017.419354839,3232.22580645161,15389.3349908839,986356.741935484,1.17430797194697,55194.2286338485
"Idaho","2021-11",44.2405,-114.4788,300141.9,3755.96666666667,16795.2424785892,1033363.43333333,1.25110922350294,57824.6137288422
"Idaho","2021-12",44.2405,-114.4788,312834.419354839,4047.16129032258,17505.4863340079,1069328.93548387,1.29363736900204,59837.1595596059
"Idaho","2022-01",44.2405,-114.4788,343303.032258065,4275.12903225806,19210.439030369,1121206.06451613,1.24789194125898,62740.0830141114
"Idaho","2022-02",44.2405,-114.4788,404244.5,4587.07142857143,22620.5817919326,1179619.39285714,1.13511076629238,66008.7569762232
"Idaho","2022-03",44.2405,-114.4788,438362.64516129,4823.48387096774,24529.7538232404,1200728.41935484,1.10040758292214,67189.9689913259
"Idaho","2022-04",44.2405,-114.4788,444993.433333333,4904.8,24900.7973035862,1215429.33333333,1.10221571962754,68012.5979375867
"Idaho","2022-05",44.2405,-114.4788,448291.741935484,4933.25806451613,25085.3629798292,1225474.41935484,1.10046730177186,68574.6975826195
"Idaho","2022-06",44.2405,-114.4788,456659,4952.93333333333,25553.5752757767,1237476.83333333,1.08464241223715,69246.3247464931
"Idaho","2022-07",44.2405,-114.4788,470878.032258065,5001.58064516129,26349.239241889,1251041.25806452,1.06225963507969,70005.3583985203
"Idaho","2022-08",44.2405,-114.4788,484241.419354839,5072.32258064516,27097.0232954503,1264106.22580645,1.04748660611812,70736.4435992228
"Idaho","2022-09",44.2405,-114.4788,492457.5,5143.1,27556.7760545923,2241286.60113467,1.04437453332311,110041.242283039
"Idaho","2022-10",44.2405,-114.4788,497900.612903226,5196.12903225806,27861.3599898843,4775464.61786386,1.04360824562387,202146.945720084
"Idaho","2022-11",44.2405,-114.4788,502581.1,5238.16666666667,28123.269159208,4984422.39086965,1.0422563697056,204622.241256506
"Idaho","2022-12",44.2405,-114.4788,508763.064516129,5287.54838709677,28469.1975119052,5139046.39879438,1.0392972558637,210551.923215655
"Idaho","2023-01",44.2405,-114.4788,513595.129032258,5336.35483870968,28739.5886009887,5240320.746746,1.03901860697412,212076.024308621
"Idaho","2023-02",44.2405,-114.4788,516941.285714286,5381.96428571429,28926.8317444685,5285078.3476103,1.04111794057094,212065.838952932
"Idaho","2023-03",44.2405,-114.4788,519962.1,5401.8,29095.869484322,5381714.55805418,1.03888358155601,212291.063436608
"Illinois","2020-04",40.3495,-88.9861,33880.2222222222,1449.11111111111,267.366641481301,894702.483380063,2.18994560166759,1392.34973403825
"Illinois","2020-05",40.3495,-88.9861,88706.3225806452,3919.06451612903,700.028216786247,1840697.27663673,2.40909001467593,4450.20951826731
"Illinois","2020-06",40.3495,-88.9861,132323.366666667,6279.73333333333,1044.23323740658,2900432.9977722,2.59978413428867,9583.3392848589
"Illinois","2020-07",40.3495,-88.9861,158940.096774194,7369.93548387097,1254.27984481625,3547294.65961391,2.6598762482911,16610.6189728044
"Illinois","2020-08",40.3495,-88.9861,206397.451612903,7949.8064516129,1628.79077610789,4104817.78980284,2.6851875955692,26339.1260278078
"Illinois","2020-09",40.3495,-88.9861,265949.366666667,8567.76666666667,2098.74623912906,4838707.24481693,2.52458155606243,37985.8293452851
"Illinois","2020-10",40.3495,-88.9861,340960.032258065,9403.06451612903,2690.69482798143,5552947.80907985,2.3807029236784,51969.335435612
"Illinois","2020-11",40.3495,-88.9861,566727.5,11252.1666666667,4472.34458251896,8750937.91442915,1.99573080726375,71438.6067059081
"Illinois","2020-12",40.3495,-88.9861,855814.838709677,15551.064516129,6753.68472068598,11930512.7096774,1.81536086459314,94149.9466389039
"Illinois","2021-01",40.3495,-88.9861,1051532.93548387,19732.8064516129,8298.19909454112,14562366.8064516,1.87635949468281,114919.290656423
"Illinois","2021-02",40.3495,-88.9861,1158655.35714286,22043.3214285714,9143.55842891765,17072493.2142857,1.90234707948479,134728.017498714
"Illinois","2021-03",40.3495,-88.9861,1212141.35483871,23193.3548387097,9565.64454973527,19130023.3870968,1.91350462544486,150965.069559432
"Illinois","2021-04",40.3495,-88.9861,1289518.3,23886.1666666667,10176.2666944238,21357355.1666667,1.85279813996355,168542.11534922
"Illinois","2021-05",40.3495,-88.9861,1362556.70967742,24746.935483871,10752.6511752132,23627594.3225806,1.81620619075097,186457.765798464
"Illinois","2021-06",40.3495,-88.9861,1387477.9,25478.4,10949.2397869783,25159628.1666667,1.83621769889626,198547.850120884
"Illinois","2021-07",40.3495,-88.9861,1401116.12903226,25797.5806451613,11056.920400709,26221909.0322581,1.83933100606236,206930.866781168
"Illinois","2021-08",40.3495,-88.9861,1464559.29032258,26140.5483870968,11557.5618404576,27665265.7419355,1.78083806946962,218321.153226008
"Illinois","2021-09",40.3495,-88.9861,1576698.46666667,27025.5666666667,12442.4974121715,30075770.5,1.70358747949334,237343.713267414
"Illinois","2021-10",40.3495,-88.9861,1663239.93548387,28150.9032258065,13125.4094190312,33501008.7096774,1.67234849560839,264374.068333805
"Illinois","2021-11",40.3495,-88.9861,1744639.9,29014.4333333333,13767.809956701,37076619.7333333,1.63624497109097,292591.094313385
"Illinois","2021-12",40.3495,-88.9861,1937722.22580645,30088.6451612903,15291.5107541982,41462721.9354839,1.52284906211804,327204.132188135
"Illinois","2022-01",40.3495,-88.9861,2570939.90322581,32599.2580645161,20288.4148450584,47636292.2903226,1.23687410008469,375923.020774383
"Illinois","2022-02",40.3495,-88.9861,2989644.17857143,35860.6071428571,23592.768214946,52762345.8214286,1.14833838282416,416375.403514843
"Illinois","2022-03",40.3495,-88.9861,3049053.4516129,37342.2903225806,24061.645991349,55865829.483871,1.16578167754266,440866.624330244
"Illinois","2022-04",40.3495,-88.9861,3095490.36666667,37796.1666666667,24428.0849611117,56139193.976002,1.16087647940303,421411.940169076
"Illinois","2022-05",40.3495,-88.9861,3216839.35483871,38018.8709677419,25385.6971052084,49357781.1818909,1.12397963903101,369002.98201705
"Illinois","2022-06",40.3495,-88.9861,3365756.4,38352.4666666667,26560.9510002339,48059171.32959,1.13957968596955,366062.333311406
"Illinois","2022-07",40.3495,-88.9861,3493782.25806452,38726.935483871,27571.2721799378,43616086.0992552,1.1085800965309,319362.022776783
"Illinois","2022-08",40.3495,-88.9861,3627878.74193548,39109.2580645161,28629.4980171791,41126629.7727377,1.07807722211596,285178.216458497
"Illinois","2022-09",40.3495,-88.9861,3726922.7,39503.6666666667,29411.1059491765,62361264.6297557,1.05997439300818,344408.89783923
"Illinois","2022-10",40.3495,-88.9861,3785255.87096774,39838.6774193548,29871.4436620257,73986540.6913831,1.05247723239668,377727.755903148
"Illinois","2022-11",40.3495,-88.9861,3842124.1,40146.1333333333,30320.2207480677,73593646.5648093,1.04490404855348,374290.586291656
"Illinois","2022-12",40.3495,-88.9861,3924415.96774194,40481.5806451613,30969.6291301932,72721442.329957,1.03156370830289,366796.901818476
"Illinois","2023-01",40.3495,-88.9861,3993612.32258065,40856.935483871,31515.6939368118,73660293.6007274,1.02306061072075,362645.510879827
"Illinois","2023-02",40.3495,-88.9861,4042768.14285714,41267.9642857143,31903.6083516106,73846794.5097397,1.02078838004308,360997.481551663
"Illinois","2023-03",40.3495,-88.9861,4072926.8,41441.9,32141.6061669431,73912927.542015,1.01749742334584,360061.965395085
"Indiana","2020-04",39.8494,-86.2583,12078.1666666667,776.277777777778,179.408404074001,85728.0555555556,2.31931744978916,1.27339968523834e-07
"Indiana","2020-05",39.8494,-86.2583,26500.8709677419,1683.90322580645,393.642437474805,226220.483870968,2.0787971214137,3.36026626393122e-07
"Indiana","2020-06",39.8494,-86.2583,39994.3,2365.4,594.07306862715,462130.7,2.04660698422937,6.86446326241021e-07
"Indiana","2020-07",39.8494,-86.2583,54274,2721.16129032258,806.182924233451,782891.64516129,2.02297755109606,1.16290281876049e-06
"Indiana","2020-08",39.8494,-86.2583,79364.9032258065,3068.12903225806,1178.88178067003,1248798.87096774,1.96574464503175,1.85495877506026e-06
"Indiana","2020-09",39.8494,-86.2583,106610.1,3430.63333333333,1583.58039154698,1813919.46666667,1.98945776323032,2.69438570947657e-06
"Indiana","2020-10",39.8494,-86.2583,143647.451612903,3994.48387096774,2133.73111618774,2469565.16129032,2.11676615357373,3.66827811348728e-06
"Indiana","2020-11",39.8494,-86.2583,250568.7,5314.56666666667,3721.93328826647,3525086.16666667,2.10092819005527,5.23614304090028e-06
"Indiana","2020-12",39.8494,-86.2583,431018.516129032,7874.70967741936,6402.32464405915,4990202.16129032,1.82896867551542,7.41241804714066e-06
"Indiana","2021-01",39.8494,-86.2583,576738.096774194,10428.5806451613,8566.83504761496,6321805.4516129,1.8088878280645,9.39037403805922e-06
"Indiana","2021-02",39.8494,-86.2583,646271.357142857,12051.1785714286,9599.67816173029,7498083.64285714,1.86425849151249,1.11376110059063e-05
"Indiana","2021-03",39.8494,-86.2583,673222.387096774,12843.7096774194,10000.0072353079,8457709.06451613,1.90779643890992,1.25630331760095e-05
"Indiana","2021-04",39.8494,-86.2583,702826.5,13180.4333333333,10439.745052857,9324200.36666667,1.8755510711439,1.38501144521096e-05
"Indiana","2021-05",39.8494,-86.2583,733626.967741936,13473,10897.2534574697,10138608.3548387,1.8365474225706,1.5059831468404e-05
"Indiana","2021-06",39.8494,-86.2583,749354.9,13745,11130.8752730712,10658377.1333333,1.83423717956197,1.58318930702244e-05
"Indiana","2021-07",39.8494,-86.2583,760299.967741936,13929.3870967742,11293.4526898477,11013020.4516129,1.8321309827737,1.63586782480084e-05
"Indiana","2021-08",39.8494,-86.2583,804519.258064516,14170.4516129032,11950.283525603,11648566.2903226,1.76251744492066,1.73027144398044e-05
"Indiana","2021-09",39.8494,-86.2583,914521.966666667,14973.8333333333,13584.2575333136,12911225.9,1.63798305895206,1.91782618776959e-05
"Indiana","2021-10",39.8494,-86.2583,996430.322580645,16198.064516129,14800.9196162609,14024126.3225806,1.6255408946034,2.08313578666717e-05
"Indiana","2021-11",39.8494,-86.2583,1056624.26666667,17107.2666666667,15695.0370548948,14940790.0666667,1.61928862864184,2.21929650040598e-05
"Indiana","2021-12",39.8494,-86.2583,1168519.4516129,18249.935483871,17357.1217991112,16027750.0967742,1.56229938622126,2.38075292808719e-05
"Indiana","2022-01",39.8494,-86.2583,1430519.32258065,20177.6774193548,21248.8530539581,17438897.7096774,1.41591615969292,2.59036399583517e-05
"Indiana","2022-02",39.8494,-86.2583,1662417.82142857,22184.75,24693.4602309962,18646176.6785714,1.33436591193049,2.76969253058634e-05
"Indiana","2022-03",39.8494,-86.2583,1687165.58064516,23180.1612903226,25061.062045741,19191399.0322581,1.37389983036544,2.85067955042135e-05
"Indiana","2022-04",39.8494,-86.2583,1694649.43333333,23496.3333333333,25172.2267700046,19392241,1.39223894065817,2.88051250263843e-05
"Indiana","2022-05",39.8494,-86.2583,1715820.4516129,23640.5483870968,25486.699877305,19764721.8387097,1.37806040624271,2.93584059560595e-05
"Indiana","2022-06",39.8494,-86.2583,1751932.86666667,23788.3,26023.1116464902,20085490.8666667,1.3582053826335,2.98348744547179e-05
"Indiana","2022-07",39.8494,-86.2583,1798176.5483871,23979.6451612903,26710.012677649,20375596.483871,1.33402461431771,3.02657956965912e-05
"Indiana","2022-08",39.8494,-86.2583,1862143.35483871,24263.935483871,27660.1720003272,20661431.516129,1.3036314235226,208350.372852699
"Indiana","2022-09",39.8494,-86.2583,1910814.1,24568.9,28383.1244943161,20687852.3436755,1.28629425859359,306043.465693702
"Indiana","2022-10",39.8494,-86.2583,1929509.5483871,24799,28660.8256265445,20035430.6329473,1.28556969816506,292181.264814151
"Indiana","2022-11",39.8494,-86.2583,1950021.5,25027.4,28965.5089948797,19412722.0709136,1.28385111421914,286194.223264825
"Indiana","2022-12",39.8494,-86.2583,1983629.4516129,25255.7096774194,29411.1107659566,19326366.2879627,1.2755101344328,285536.811758868
"Indiana","2023-01",39.8494,-86.2583,2016262.64516129,25649.1935483871,29837.4448162227,19284698.2611051,1.28712960264937,276283.509870491
"Indiana","2023-02",39.8494,-86.2583,2035636.57142857,25969.4285714286,30237.2304202904,19625698.7526487,1.2757416769444,288286.347494931
"Indiana","2023-03",39.8494,-86.2583,2047863.1,26091.2,30418.8425837009,19437283.3991039,1.27406999305185,285913.185783778
"Iowa","2020-04",42.0115,-93.2105,3647.27777777778,86.2777777777778,115.600534307568,249436.530513057,1.74428183902614,1054.99279521455
"Iowa","2020-05",42.0115,-93.2105,13793.0967741935,334,437.172448604739,457259.280904403,1.44672751873379,3185.72550836582
"Iowa","2020-06",42.0115,-93.2105,23987.1666666667,645.9,760.273675914216,710632.173326074,1.56701410316136,7144.177466744
"Iowa","2020-07",42.0115,-93.2105,36632.4516129032,775.483870967742,1161.06620813178,979809.489574782,1.4926417011305,12314.3691817277
"Iowa","2020-08",42.0115,-93.2105,52590.0967741935,980.548387096774,1666.84405652469,1222477.59043857,1.44394412422147,17258.359484284
"Iowa","2020-09",42.0115,-93.2105,76263.8,1231.93333333333,2417.18250308234,1390753.43218843,1.40617696825961,21898.0994610791
"Iowa","2020-10",42.0115,-93.2105,104814.806451613,1520.90322580645,3322.10716249126,1388958.6134462,1.25643756379136,26179.7616677796
"Iowa","2020-11",42.0115,-93.2105,181268.633333333,2028.63333333333,5745.31257098363,1029080.67368325,1.09940575808783,31095.6862024192
"Iowa","2020-12",42.0115,-93.2105,258437.129032258,3219.12903225806,8191.16942040139,1126288,1.23942978303497,35697.7182756642
"Iowa","2021-01",42.0115,-93.2105,302056.612903226,4261.83870967742,9573.68974074191,1210413.64516129,1.41024395814948,38364.0821015474
"Iowa","2021-02",42.0115,-93.2105,328573,5215.42857142857,10414.1271033606,1282668.5,1.58689592080157,40654.2010161423
"Iowa","2021-03",42.0115,-93.2105,343537.096774194,5626.64516129032,10888.4144178796,1340455.16129032,1.63783018838352,42485.7502778171
"Iowa","2021-04",42.0115,-93.2105,358344.733333333,5864.46666666667,11357.742723088,1398237.83333333,1.63658606314389,44317.173100227
"Iowa","2021-05",42.0115,-93.2105,368817.741935484,6004.41935483871,11689.6849177826,1448027.51612903,1.62801859897473,45895.2579856876
"Iowa","2021-06",42.0115,-93.2105,372658.566666667,6098.73333333333,11811.4199262351,1481522.13333333,1.63654078151295,46956.8704761965
"Iowa","2021-07",42.0115,-93.2105,375537.419354839,6157.87096774194,11902.6652136035,1505347.03225806,1.63975984896777,47712.001073132
"Iowa","2021-08",42.0115,-93.2105,389874.387096774,6217.51612903226,12357.0756622444,1541647.22580645,1.59523223446142,48862.5363559747
"Iowa","2021-09",42.0115,-93.2105,426914.266666667,6384.23333333333,13531.0553067497,1609269.53333333,1.49646302609849,51005.8266007833
"Iowa","2021-10",42.0115,-93.2105,468317.774193548,6741.45161290323,14843.3402172867,1687446.67741935,1.43955295236563,53483.6525788447
"Iowa","2021-11",42.0115,-93.2105,504642.1,7184.66666666667,15994.6403724798,1741561.06666667,1.42389269479133,55198.8091125289
"Iowa","2021-12",42.0115,-93.2105,550664.903225806,7622.03225806452,17453.3339426956,1799016.41935484,1.38436407111986,57019.8575421413
"Iowa","2022-01",42.0115,-93.2105,641157.258064516,8179.16129032258,20321.4907455149,1860888.51612903,1.27973311706531,58980.8947544439
"Iowa","2022-02",42.0115,-93.2105,737473.857142857,8838.03571428571,23374.2470735311,1921794.96428571,1.19833487406644,60911.3257165678
"Iowa","2022-03",42.0115,-93.2105,756604.064516129,9287.1935483871,23980.5793378952,3158620.2558493,1.22746264271546,90710.0997639079
"Iowa","2022-04",42.0115,-93.2105,760590.833333333,9477.66666666667,24106.9400467607,4418773.62412814,1.24609003399334,117911.607663683
"Iowa","2022-05",42.0115,-93.2105,769978.225806452,9556.48387096774,24404.4736188564,4700935.49896113,1.24115767593554,122122.429581814
"Iowa","2022-06",42.0115,-93.2105,786202.9,9627.93333333333,24918.7149573208,5125830.85047919,1.22464013704471,124767.590845212
"Iowa","2022-07",42.0115,-93.2105,805886.967741936,9726.32258064516,25542.6018358368,5528910.58707617,1.20695978475103,124198.69598165
"Iowa","2022-08",42.0115,-93.2105,830012.774193548,9856.06451612903,26307.269702211,5801912.77150063,1.18749932081093,125557.958766361
"Iowa","2022-09",42.0115,-93.2105,849718.266666667,9994.16666666667,26931.8356380894,6039825.7825678,1.17617970251926,129359.724950419
"Iowa","2022-10",42.0115,-93.2105,859632.612903226,10125.4193548387,27246.0710191288,6088324.46956009,1.17787508404906,133994.768992351
"Iowa","2022-11",42.0115,-93.2105,867395.433333333,10236.9666666667,27492.1137513061,6284573.68470525,1.18019607544668,146929.085305914
"Iowa","2022-12",42.0115,-93.2105,879648.935483871,10343.9677419355,27880.4887208167,6397220.42114438,1.17592566864205,152386.331866718
"Iowa","2023-01",42.0115,-93.2105,890808.548387097,10505.3225806452,28234.1928510967,6417673.09373709,1.17929639503252,155854.608973404
"Iowa","2023-02",42.0115,-93.2105,897747.035714286,10632.7857142857,28454.1083308543,6431211.9922711,1.18438364123677,155215.151034157
"Iowa","2023-03",42.0115,-93.2105,902285,10702.1,28597.9391899387,6435303.75238776,1.18611052140907,155254.124293441
"Kansas","2020-04",38.5266,-96.7265,2352.72222222222,99.9444444444444,80.7575916026292,227033.809256241,1.73569644199603,829.004147927046
"Kansas","2020-05",38.5266,-96.7265,7525.03225806452,185.096774193548,258.298015870054,329468.326919621,1.6103710732866,2223.50201550788
"Kansas","2020-06",38.5266,-96.7265,11508.5,245.566666666667,395.031225607676,371233.446543095,1.43984079230549,4621.74920611601
"Kansas","2020-07",38.5266,-96.7265,20497.1935483871,306.161290322581,703.569664937837,537880.872304647,1.41984786169976,8087.18181425003
"Kansas","2020-08",38.5266,-96.7265,33955.064516129,404.032258064516,1165.51338153488,740090.349443865,1.36273309281589,11848.2317233477
"Kansas","2020-09",38.5266,-96.7265,50906.0333333333,552.266666666667,1747.35827766363,939056.7009862,1.30527408201596,15800.0247598897
"Kansas","2020-10",38.5266,-96.7265,72251.4193548387,843.677419354839,2480.04229392502,1117242.28174666,1.26310563888877,19915.8083288676
"Kansas","2020-11",38.5266,-96.7265,120772.4,1279.33333333333,4151.84448592451,822103.929477774,1.08340315726764,24847.7918961018
"Kansas","2020-12",38.5266,-96.7265,192538.709677419,2159.70967741935,6619.91364362859,906552.548387097,1.11332664576148,31117.5708621555
"Kansas","2021-01",38.5266,-96.7265,254141.548387097,3363.48387096774,8733.23245866967,1089067.90322581,1.31949801331974,37382.4415502691
"Kansas","2021-02",38.5266,-96.7265,287917.321428571,4343.60714285714,9895.79589233626,1217424.07142857,1.50524552626919,41788.2889186875
"Kansas","2021-03",38.5266,-96.7265,299852.032258065,4830,10305.8899756041,1286366.5483871,1.60868913647406,44154.7512004232
"Kansas","2021-04",38.5266,-96.7265,306435.566666667,4941.36666666667,10532.249527514,1342285.33333333,1.61044181893768,46074.1730322695
"Kansas","2021-05",38.5266,-96.7265,312744.64516129,5033.29032258064,10749.1187233907,1393990.03225806,1.60727277253292,47848.9456425934
"Kansas","2021-06",38.5266,-96.7265,316674.1,5115.73333333333,10884.4829862715,1430206,1.61328388726386,49092.0649130166
"Kansas","2021-07",38.5266,-96.7265,323620.451612903,5201.32258064516,11123.6140852518,1466161,1.60512615104729,50326.2264211822
"Kansas","2021-08",38.5266,-96.7265,349398.806451613,5401.45161290323,12008.0884717763,1549833.80645161,1.54460925386744,53198.309775452
"Kansas","2021-09",38.5266,-96.7265,391329.166666667,5804.23333333333,13445.6796166382,1677869.1,1.48195042699558,57593.1430666245
"Kansas","2021-10",38.5266,-96.7265,422751.870967742,6178.16129032258,14522.6142749703,1785809.03225806,1.46034215481862,61298.1996536612
"Kansas","2021-11",38.5266,-96.7265,449913.233333333,6586.6,15454.2387123393,1866455.4,1.46317076584969,64066.3999829747
"Kansas","2021-12",38.5266,-96.7265,492663.032258065,6875.90322580645,16922.1806528413,1958176.87096774,1.39549959918817,67214.7551196933
"Kansas","2022-01",38.5266,-96.7265,618978.161290323,7205.70967741936,21267.2545158471,2099906.77419355,1.17442567813756,72079.6582240551
"Kansas","2022-02",38.5266,-96.7265,752972.678571429,7783.64285714286,25866.3084622628,2225981.71428571,1.03286972662612,76407.2020484477
"Kansas","2022-03",38.5266,-96.7265,768882.064516129,8082.12903225806,26407.619328632,2258028.93548387,1.05051723365836,77507.2283826553
"Kansas","2022-04",38.5266,-96.7265,772107.3,8501.5,26508.3132130625,3020505.13892381,1.09960270558102,105029.915870332
"Kansas","2022-05",38.5266,-96.7265,780897.451612903,8758.32258064516,26822.9007439859,4118139.75016649,1.12076383357776,138830.729616718
"Kansas","2022-06",38.5266,-96.7265,795913.9,8944.33333333333,27337.3953740761,4389017.78230569,1.12311041855943,145224.619084627
"Kansas","2022-07",38.5266,-96.7265,819456.580645161,8960.77419354839,28144.7176651745,5440680.84029159,1.09298428500111,190165.398575991
"Kansas","2022-08",38.5266,-96.7265,849216.032258064,8954.29032258065,29160.3773173338,5672891.37596065,1.05411372725456,192514.146520971
"Kansas","2022-09",38.5266,-96.7265,871351.3,9083.43333333333,29914.7957732442,5704105.17025617,1.04224446900056,192395.251637516
"Kansas","2022-10",38.5266,-96.7265,883029.193548387,9585.74193548387,30325.4976203023,5748554.06017965,1.08500901102671,189154.353414396
"Kansas","2022-11",38.5266,-96.7265,893396.633333333,9636.63333333333,30692.8352613782,6138641.00021755,1.07771565124287,195027.887167091
"Kansas","2022-12",38.5266,-96.7265,908898.451612903,9697.51612903226,31210.2765043078,6293040.42444503,1.06656323659728,197336.871791467
"Kansas","2023-01",38.5266,-96.7265,922275.612903226,9837.48387096774,31661.020249924,6247936.1373149,1.06651022956829,195599.879535876
"Kansas","2023-02",38.5266,-96.7265,931143.178571429,10003.3571428571,31961.6484378762,5662127.04238856,1.07430848575365,188639.972059051
"Kansas","2023-03",38.5266,-96.7265,936599.6,10055.1,32148.9410341625,5543079.50738125,1.07357535685265,188090.557017948
"Kentucky","2020-04",37.6681,-84.6701,3156.72222222222,165.166666666667,70.6569666630083,364322.87189263,2.27270267944224,1049.45103862427
"Kentucky","2020-05",37.6681,-84.6701,7267.8064516129,334.741935483871,162.675434205075,431218.795496513,2.22899154515531,2953.98904605383
"Kentucky","2020-06",37.6681,-84.6701,12618.4333333333,501.3,282.438605809631,481342.233886737,2.34557295520459,6492.15971416589
"Kentucky","2020-07",37.6681,-84.6701,21420.1612903226,644.677419354839,479.447830902633,606780.767499395,2.22173786178974,10484.0960614678
"Kentucky","2020-08",37.6681,-84.6701,38707.3870967742,819.806451612903,866.388097266165,947176.465722722,1.74336381989657,15677.0642734873
