Date Local,Arithmetic Mean,State Name
1/1/22,750.829167,Alabama
1/2/22,750.991667,Alabama
1/3/22,757.941667,Alabama
1/4/22,756.995833,Alabama
1/5/22,753.583333,Alabama
1/6/22,752.179167,Alabama
1/7/22,756.691667,Alabama
1/8/22,758.008333,Alabama
1/9/22,756.575,Alabama
1/10/22,759.3,Alabama
1/11/22,760.445833,Alabama
1/12/22,757.504167,Alabama
1/13/22,753.604167,Alabama
1/14/22,752.783333,Alabama
1/15/22,750.166667,Alabama
1/16/22,749.15,Alabama
1/17/22,753.695833,Alabama
1/18/22,755.8625,Alabama
1/19/22,754.854167,Alabama
1/20/22,754.866667,Alabama
1/21/22,757.220833,Alabama
1/22/22,758.004167,Alabama
1/23/22,755.475,Alabama
1/24/22,752.808333,Alabama
1/25/22,752.904167,Alabama
1/26/22,756.445833,Alabama
1/27/22,756.358333,Alabama
1/28/22,755.358333,Alabama
1/29/22,757.6,Alabama
1/30/22,755.783333,Alabama
1/31/22,755.270833,Alabama
2/1/22,754.704167,Alabama
2/2/22,752.9,Alabama
2/3/22,751.595833,Alabama
2/4/22,756.670833,Alabama
2/5/22,759.179167,Alabama
2/6/22,756.9875,Alabama
2/7/22,756.229167,Alabama
2/8/22,756.058333,Alabama
2/9/22,754.858333,Alabama
2/10/22,754.670833,Alabama
2/11/22,753.825,Alabama
2/12/22,754.475,Alabama
2/13/22,756.975,Alabama
2/14/22,758.745833,Alabama
2/15/22,759.604167,Alabama
2/16/22,757.55,Alabama
2/17/22,753.291667,Alabama
2/20/22,1015.625,Alabama
2/21/22,1011.791667,Alabama
2/22/22,1010.970833,Alabama
2/23/22,1011.866667,Alabama
2/24/22,1011.145833,Alabama
2/25/22,1015.291667,Alabama
2/26/22,1016.170833,Alabama
2/27/22,1011.883333,Alabama
2/28/22,1011.558333,Alabama
3/1/22,1011.704167,Alabama
3/2/22,1011.75,Alabama
3/3/22,1011.879167,Alabama
3/4/22,1013.158333,Alabama
3/5/22,1013.083333,Alabama
3/6/22,1011.633333,Alabama
3/7/22,1007.620833,Alabama
3/8/22,1004.966667,Alabama
3/9/22,1003.483333,Alabama
3/10/22,1005.104167,Alabama
3/11/22,1000.7875,Alabama
3/12/22,1012,Alabama
3/13/22,1019.225,Alabama
3/14/22,1015.9375,Alabama
3/15/22,1006.970833,Alabama
3/16/22,1004.258333,Alabama
3/17/22,1005.183333,Alabama
3/18/22,1001.1625,Alabama
3/19/22,1009.145833,Alabama
3/20/22,1013.525,Alabama
3/21/22,1010.425,Alabama
3/22/22,1001.458333,Alabama
3/23/22,1000.258333,Alabama
3/24/22,1004.325,Alabama
3/25/22,1005.845833,Alabama
3/26/22,1007.875,Alabama
3/27/22,1007.975,Alabama
3/28/22,1008.979167,Alabama
3/29/22,1008.1,Alabama
3/30/22,999.220833,Alabama
3/31/22,998.641667,Alabama
1/1/22,988.595833,Alabama
1/2/22,991.304167,Alabama
1/3/22,1002.45,Alabama
1/4/22,1001.42,Alabama
1/5/22,996.404167,Alabama
1/6/22,994.595833,Alabama
1/7/22,1004.45,Alabama
1/8/22,1006.8125,Alabama
1/9/22,1003.404167,Alabama
1/10/22,1009.23,Alabama
1/11/22,1010.8625,Alabama
1/12/22,1004.608333,Alabama
1/13/22,995.116667,Alabama
1/14/22,995.442105,Alabama
1/15/22,992.475,Alabama
1/16/22,983.595833,Alabama
1/17/22,995.229167,Alabama
1/18/22,1000.556522,Alabama
1/19/22,998.466667,Alabama
1/20/22,1001.8625,Alabama
1/21/22,1005.625,Alabama
1/22/22,1006.1375,Alabama
1/23/22,998.8125,Alabama
1/24/22,993.308333,Alabama
1/25/22,996.5125,Alabama
1/26/22,1005.054167,Alabama
1/27/22,1003.16087,Alabama
1/28/22,999.9,Alabama
1/29/22,1003.316667,Alabama
1/30/22,997.629167,Alabama
1/31/22,999.366667,Alabama
2/1/22,1000.270833,Alabama
2/2/22,997.166667,Alabama
2/3/22,992.9375,Alabama
2/4/22,1003.316667,Alabama
2/5/22,1008.825,Alabama
2/6/22,1004.579167,Alabama
2/7/22,1002.095833,Alabama
2/8/22,1001.6,Alabama
2/9/22,997.5875,Alabama
2/10/22,997.479167,Alabama
2/11/22,995.791667,Alabama
2/12/22,999.583333,Alabama
2/13/22,1003.595833,Alabama
2/14/22,1005.75,Alabama
2/15/22,1008.333333,Alabama
2/16/22,1005.029167,Alabama
2/17/22,994.095833,Alabama
2/18/22,1001.816667,Alabama
2/19/22,1006.9,Alabama
2/20/22,1005.383333,Alabama
2/21/22,1002.054167,Alabama
2/22/22,999.341667,Alabama
2/23/22,1000.820833,Alabama
2/24/22,999.908333,Alabama
2/25/22,1006.133333,Alabama
2/26/22,1007.283333,Alabama
2/27/22,1001.775,Alabama
2/28/22,1002.56,Alabama
3/1/22,1001.129167,Alabama
3/2/22,1000.541667,Alabama
3/3/22,1000.9875,Alabama
3/4/22,1002.5875,Alabama
3/5/22,1002.2875,Alabama
3/6/22,1000.8875,Alabama
3/7/22,996.975,Alabama
3/8/22,996.558333,Alabama
3/9/22,993.641667,Alabama
3/10/22,995.425,Alabama
3/11/22,991.6125,Alabama
3/12/22,1001.404167,Alabama
3/13/22,1008.179167,Alabama
3/14/22,1006.133333,Alabama
3/15/22,999.016667,Alabama
3/16/22,993.445833,Alabama
3/17/22,994.358333,Alabama
3/18/22,990.725,Alabama
3/19/22,997.9,Alabama
3/20/22,1003.120833,Alabama
3/21/22,1000.691667,Alabama
3/22/22,991.543478,Alabama
3/23/22,988.683333,Alabama
3/24/22,992.804167,Alabama
3/25/22,994.325,Alabama
3/26/22,995.9875,Alabama
3/27/22,998.266667,Alabama
3/28/22,999.0625,Alabama
3/29/22,997.104167,Alabama
3/30/22,987.633333,Alabama
3/31/22,987.395833,Alabama
4/1/22,996.729167,Alabama
4/2/22,996.583333,Alabama
4/3/22,995.8125,Alabama
4/4/22,993.270833,Alabama
4/5/22,984.970833,Alabama
4/6/22,985.454167,Alabama
4/7/22,990.145833,Alabama
4/8/22,992.404167,Alabama
4/9/22,995.925,Alabama
4/10/22,996.6625,Alabama
4/11/22,997.5875,Alabama
4/12/22,997.345833,Alabama
4/13/22,992.554167,Alabama
4/14/22,996.779167,Alabama
4/15/22,997.95,Alabama
4/16/22,995.966667,Alabama
4/17/22,994.2125,Alabama
4/18/22,997.445833,Alabama
4/19/22,1003.041667,Alabama
4/20/22,1002.579167,Alabama
4/21/22,1005.716667,Alabama
4/22/22,1005.754167,Alabama
4/23/22,1001.145833,Alabama
4/24/22,999.320833,Alabama
4/25/22,998.470833,Alabama
4/26/22,1002.070833,Alabama
4/27/22,1001.2125,Alabama
4/28/22,998.458333,Alabama
4/29/22,996.141667,Alabama
4/30/22,994.675,Alabama
5/1/22,996.008333,Alabama
5/2/22,996.4875,Alabama
5/3/22,995.595833,Alabama
5/4/22,996.370833,Alabama
5/5/22,993.8375,Alabama
5/6/22,987.379167,Alabama
5/7/22,989.316667,Alabama
5/8/22,992.033333,Alabama
5/9/22,997.5125,Alabama
5/10/22,1001.320833,Alabama
5/11/22,999.908333,Alabama
5/12/22,996.091667,Alabama
5/13/22,994.820833,Alabama
5/14/22,994.15,Alabama
5/15/22,992.866667,Alabama
5/16/22,992.529167,Alabama
5/17/22,996.029167,Alabama
5/18/22,994.195833,Alabama
5/19/22,990.870833,Alabama
5/20/22,992.279167,Alabama
5/21/22,997.7125,Alabama
5/22/22,999.475,Alabama
5/23/22,996.683333,Alabama
5/24/22,995.995833,Alabama
5/25/22,995.454167,Alabama
5/26/22,993.529167,Alabama
5/27/22,992.55,Alabama
5/28/22,993.758824,Alabama
5/29/22,994.14,Alabama
5/30/22,996.025,Alabama
5/31/22,997.093333,Alabama
6/1/22,995.295833,Alabama
6/2/22,992.29,Alabama
6/3/22,991.42,Alabama
6/6/22,991.404167,Alabama
6/7/22,992.833333,Alabama
6/8/22,993.141667,Alabama
6/9/22,993.963158,Alabama
6/10/22,993.8,Alabama
6/12/22,992.879167,Alabama
6/13/22,995.6375,Alabama
6/14/22,996.641667,Alabama
6/15/22,997.633333,Alabama
6/16/22,998.758333,Alabama
6/17/22,996.920833,Alabama
6/18/22,995.270833,Alabama
6/19/22,998.2,Alabama
6/20/22,999.533333,Alabama
6/21/22,1000.95,Alabama
6/22/22,997.1375,Alabama
6/23/22,992.591667,Alabama
6/24/22,993.204167,Alabama
6/25/22,995.9125,Alabama
6/26/22,997.65,Alabama
6/27/22,997.870833,Alabama
6/28/22,998.791667,Alabama
6/29/22,1000.666667,Alabama
6/30/22,1000.191667,Alabama
1/1/22,987.354167,Alabama
1/2/22,990.220833,Alabama
1/3/22,1002.654167,Alabama
1/4/22,1002.691667,Alabama
1/5/22,995.308333,Alabama
1/6/22,993.470833,Alabama
1/7/22,1001.8125,Alabama
