Date Local,Arithmetic Mean,State Name
1/1/21,753.916667,Alabama
1/2/21,755.491667,Alabama
1/3/21,756.770833,Alabama
1/4/21,756.1875,Alabama
1/5/21,755.679167,Alabama
1/6/21,755.691667,Alabama
1/7/21,751.629167,Alabama
1/8/21,754.741667,Alabama
1/9/21,757.254167,Alabama
1/10/21,758.05,Alabama
1/11/21,756.545833,Alabama
1/12/21,758.383333,Alabama
1/13/21,756.220833,Alabama
1/14/21,752.554167,Alabama
1/15/21,750.770833,Alabama
1/16/21,753.083333,Alabama
1/17/21,753.7875,Alabama
1/18/21,756.116667,Alabama
1/19/21,758.575,Alabama
1/20/21,758.120833,Alabama
1/21/21,753.979167,Alabama
1/22/21,752.795833,Alabama
1/23/21,755.220833,Alabama
1/24/21,754.895833,Alabama
1/25/21,751.770833,Alabama
1/26/21,751.854167,Alabama
1/27/21,754.191667,Alabama
1/28/21,760.475,Alabama
1/29/21,758.8125,Alabama
1/30/21,755.345833,Alabama
1/31/21,751.745833,Alabama
2/1/21,755.154167,Alabama
2/2/21,755.804167,Alabama
2/3/21,755.475,Alabama
2/4/21,752.8625,Alabama
2/5/21,752.208333,Alabama
2/6/21,751.8875,Alabama
2/7/21,753.9125,Alabama
2/8/21,755.691667,Alabama
2/9/21,754.954167,Alabama
2/10/21,755.145833,Alabama
2/11/21,753.370833,Alabama
2/12/21,753.2625,Alabama
2/13/21,752.829167,Alabama
2/14/21,753.266667,Alabama
2/15/21,751.866667,Alabama
2/16/21,756.029167,Alabama
2/17/21,754.5,Alabama
2/18/21,753.720833,Alabama
2/19/21,757.804167,Alabama
2/20/21,759.604167,Alabama
2/21/21,758.225,Alabama
2/22/21,755.383333,Alabama
2/23/21,755.666667,Alabama
2/24/21,755.345833,Alabama
2/25/21,755.85,Alabama
2/26/21,754.6,Alabama
2/27/21,755.270833,Alabama
2/28/21,754.458333,Alabama
3/1/21,754.558333,Alabama
3/2/21,754.9875,Alabama
3/3/21,754.895833,Alabama
3/4/21,755.1,Alabama
3/5/21,754.0125,Alabama
3/6/21,755.325,Alabama
3/7/21,759.195833,Alabama
3/8/21,761.454167,Alabama
3/9/21,760.8875,Alabama
3/10/21,759.308333,Alabama
3/11/21,758.733333,Alabama
3/12/21,758.733333,Alabama
3/13/21,757.291667,Alabama
3/14/21,755,Alabama
3/15/21,753.692857,Alabama
3/16/21,752.6625,Alabama
3/17/21,751.470833,Alabama
3/18/21,751.279167,Alabama
3/19/21,755.541667,Alabama
3/20/21,757.595833,Alabama
3/21/21,756.941667,Alabama
3/22/21,754.441667,Alabama
3/23/21,752.579167,Alabama
3/24/21,752.208333,Alabama
3/25/21,751.275,Alabama
3/26/21,753.8,Alabama
3/27/21,754.595833,Alabama
3/28/21,754.566667,Alabama
3/29/21,756.225,Alabama
3/30/21,755.258333,Alabama
3/31/21,755.195833,Alabama
4/1/21,758.675,Alabama
4/2/21,759.7875,Alabama
4/3/21,759.775,Alabama
4/4/21,758.125,Alabama
4/5/21,755.966667,Alabama
4/6/21,754.904167,Alabama
4/7/21,753.5875,Alabama
4/8/21,751.425,Alabama
4/9/21,751.470833,Alabama
4/10/21,749.2875,Alabama
4/11/21,749.058333,Alabama
4/12/21,751.791667,Alabama
4/13/21,753.979167,Alabama
4/14/21,754.054167,Alabama
4/15/21,752.25,Alabama
4/16/21,751.320833,Alabama
4/17/21,751.391667,Alabama
4/18/21,752.3625,Alabama
4/19/21,753.195833,Alabama
4/20/21,753.145833,Alabama
4/21/21,755.158333,Alabama
4/22/21,756.275,Alabama
4/23/21,754.225,Alabama
4/24/21,749.708333,Alabama
4/25/21,753.208333,Alabama
4/26/21,754.35,Alabama
4/27/21,754.75,Alabama
4/28/21,754.2125,Alabama
4/29/21,753.629167,Alabama
4/30/21,754.595833,Alabama
5/1/21,754.020833,Alabama
5/2/21,751.3375,Alabama
